T,T_exec,T_lc,T_cc,t_plink,t_plink_read,t_plink_kernel,t_plink_write,read_connections,write_connections
0.2381728933724417,0.21315749529411762,0.00594116442153033,0.01907423365679376,0.21309452935037615,0.02711549338245392,0.152064,0.03391503596792221,7.0,6.0
0.23894422371959403,0.2175499274860382,0.004455873316147725,0.016938422917408102,0.2175499274860382,0.027094976689338683,0.152064,0.038390950796699526,5.0,6.0
0.23986722718423675,0.2175499274860382,0.004455873316147748,0.017861426382050793,0.2175499274860382,0.027094976689338683,0.152064,0.038390950796699526,5.0,6.0
0.2675284824635581,0.24510349294117645,0.004547825967872844,0.017877163554508822,0.21754992748603819,0.027094976689338683,0.15206399999999998,0.038390950796699526,5.0,6.0
0.2844718122147851,0.25619463705882295,0.00594116442153033,0.02233601073443188,0.2175499274860382,0.027094976689338683,0.152064,0.038390950796699526,5.0,6.0
0.3121089896461056,0.281190603823529,0.005941164421530324,0.0249772214010463,0.2220590641345024,0.027101815587043762,0.152064,0.04289324854745866,6.0,6.0
0.31396955168569707,0.2830141517647059,0.008911746632295495,0.022043653288695668,0.2130945293503762,0.02711549338245392,0.15206400000000006,0.03391503596792221,7.0,6.0
0.3270326166318421,0.29118284911764675,0.004455873316147663,0.03139389419804769,0.21309452935037615,0.02711549338245392,0.152064,0.03391503596792221,7.0,6.0
0.33195173042817067,0.29139261294117574,0.001858327191520237,0.03870079029547467,0.21309452935037593,0.02711549338245392,0.1520639999999998,0.03391503596792221,7.0,6.0
0.4423456862535713,0.40532135029411764,0.003716866403015162,0.0333074695564385,0.19404338060159684,0.02034187035999298,0.152064,0.021637510241603854,5.0,4.0
