T,T_exec,T_lc,T_cc
1.8533614416153597,1.740798032352941,0.07532132488766838,0.037242084374750364
1.857180165495311,1.7421922494117648,0.0632141096605413,0.05177380642300493
1.8586542070457164,1.742517318235294,0.07532132488766655,0.04081556392275586
1.86336783448529,1.7462063926470581,0.058371734639261263,0.058789707198970455
1.8634965691181862,1.740960445882348,0.05884492680654331,0.06369119642929469
1.8635758727705614,1.7409604458823524,0.05884503281653179,0.06377039407167714
1.8708336421356653,1.7431761435294115,0.058434782240697314,0.06922271636555644
1.881261561475016,1.7479233561764698,0.06930467692192493,0.06403352837662135
1.8875725313691212,1.7479233561764704,0.06930467692195666,0.07034449827069394
1.894875711709026,1.751127268823529,0.05719589744635173,0.08655254543914513
