T,T_exec,T_lc,T_cc
0.4113726499957797,0.3804511338235294,0.02065942299181826,0.010262093180432039
0.4114044611436916,0.38048385941176466,0.020658892941877137,0.010261708790049832
0.4114399786858754,0.3806728561764705,0.02055242892849698,0.010214693580907933
0.41153720986234604,0.38077008735294116,0.02055242892849698,0.010214693580907933
0.41311654870150394,0.3813617135294117,0.021152232841940486,0.010602602330151725
0.4132788007603274,0.38152396558823526,0.021152232841940476,0.010602602330151725
0.41328265995566865,0.38152824882352937,0.02115180880198758,0.010602602330151725
0.4132872130253488,0.3815338932352941,0.02115180880198759,0.010601510988067176
0.4150923326033107,0.3808389870588235,0.020870831377562352,0.013382514166924812
0.41509764082027184,0.38084327029411763,0.02087114940752702,0.013383221118627154
