T,T_exec,T_lc,T_cc
0.4120110825054857,0.295542845,0.05133021656900194,0.06513802093648377
0.4120111900259268,0.295542845,0.051330216569002954,0.06513812845692382
0.41203169619012125,0.29584748617647055,0.051330216569002905,0.06485399344464779
0.4176054407872227,0.29673049117647055,0.05742234807889601,0.06345260153185618
0.4353021964742893,0.2959905461764706,0.05133021656900293,0.0879814337288158
0.4592872431652974,0.29932645499999994,0.05805893725204467,0.10190185091325282
0.4680563043563465,0.29960786205882084,0.04414274239489305,0.12430569990263264
0.46897955377640305,0.2996078620588235,0.044142742394893075,0.12522894932268647
0.47582784516510457,0.2993436976470588,0.04249395348088881,0.13399019403715695
0.4797611210783004,0.30417053529411753,0.03944788772594227,0.13614269805824056
