T,T_exec,T_lc,T_cc
0.8849977276339457,0.7324212764705881,0.13033104985641983,0.02224540130693772
0.885178277339828,0.7326018261764704,0.13033104985641983,0.022245401306937723
0.8862740311575368,0.73239455,0.13033104985641983,0.023548431301116942
0.8862955340773297,0.7324156685294116,0.13033104985641902,0.023548815691499147
0.8862960641272717,0.7324156685294116,0.13033157990636093,0.023548815691499147
0.8863029270398898,0.732423445882353,0.13033104985641983,0.023548431301116942
0.886318878510478,0.7324393973529412,0.13033104985641983,0.023548431301116918
0.8867328478801917,0.7348564644117647,0.13072618702320035,0.021150196445226668
0.8869327978471897,0.7329598032352849,0.1313399088511712,0.02263308576073366
0.8870226132679389,0.7330497261764706,0.1313399088511747,0.022632978240293616
