T,T_exec,T_lc,T_cc
0.15067805600231254,0.10995508352941176,0.005056586334228515,0.03566638613867226
0.15191307595560344,0.10985626705882344,0.0054166943556841676,0.03664011454109584
0.15242070250424944,0.10936962529411763,0.007400074768066405,0.035651002442065406
0.15274412287484043,0.10999234411764701,0.006321589572682019,0.03643018918451141
0.1537340579109719,0.10970719235294116,0.006038410409067377,0.03798845514896337
0.15477872524673714,0.11219864441176469,0.0063215895726820995,0.03625849126229034
0.1555519187695018,0.11590272823529411,0.009675696599371293,0.029973493934836382
0.15555913399056123,0.11591018941176466,0.009675696599371293,0.02997324797942526
0.1557347751530078,0.11590272823529411,0.009583425917681526,0.030248621000032144
0.15589009524784864,0.11293494382352932,0.00596464040019484,0.036990511024124484
