T,T_exec,T_lc,T_cc
0.2223572067819962,0.19114146764705878,0.011493989997414952,0.019721749137522473
0.22245292869346728,0.19114595794117645,0.011596189633126537,0.019710781119164304
0.2224952870030557,0.1912797938235294,0.01149398999741498,0.019721503182111345
0.222495886434318,0.1912797938235294,0.01149398999741498,0.019722102613373642
0.22251211670893753,0.1912966235294112,0.011493989997414966,0.019721503182111345
0.22251232872891452,0.19129662352941174,0.011494202017391427,0.019721503182111345
0.2225730211775844,0.19084840794117644,0.011174767353731043,0.020549845882676908
0.22287920568513617,0.19190969411764705,0.014003037016868588,0.016966474550620524
0.2230508134746633,0.19208141911764662,0.01400291980639616,0.016966474550620524
0.22305093068513615,0.19208141911764703,0.01400303701686859,0.016966474550620524
