T,T_exec,T_lc,T_cc,t_plink,t_plink_read,t_plink_kernel,t_plink_write,read_connections,write_connections
0.22827328271526723,0.20352759737720483,0.004455873316147746,0.020289812021914648,0.20352792227354052,0.023708165178108215,0.152064,0.027755757095432283,4.0,4.0
0.22827360761160287,0.2035279222735405,0.004455873316147725,0.020289812021914648,0.20352792227354052,0.023708165178108215,0.152064,0.027755757095432283,4.0,4.0
0.22827360761160292,0.20352792227354052,0.004455873316147748,0.020289812021914648,0.20352792227354052,0.023708165178108215,0.152064,0.027755757095432286,4.0,4.0
0.2290527943540489,0.20352792227354052,0.004455873316147748,0.02106899876436065,0.20352792227354052,0.023708165178108215,0.152064,0.027755757095432283,4.0,4.0
0.2290934735806437,0.20356895497598648,0.004455873316147739,0.021068645288509477,0.20356895497598648,0.023728681871223452,0.152064,0.027776273104763032,6.0,5.0
0.22938363086659516,0.20356895497598648,0.004455873316147748,0.021358802574460926,0.20356895497598648,0.023728681871223452,0.152064,0.027776273104763032,6.0,5.0
0.23303972265531409,0.20722504676470588,0.004455873316147274,0.021358802574460926,0.20356895497598648,0.023728681871223452,0.152064,0.027776273104763032,6.0,5.0
0.2363216043024035,0.2107920705882353,0.004455873316147748,0.021073660398020465,0.20352792227354052,0.023708165178108215,0.152064,0.027755757095432283,4.0,4.0
0.2886898406353375,0.2583031782352937,0.005941164421530143,0.02444549797851366,0.20356895497598648,0.02372868187122345,0.152064,0.027776273104763036,6.0,5.0
0.29701840002218743,0.2588948711764705,0.002970582210765165,0.03515294663495176,0.20356895497598648,0.023728681871223452,0.152064,0.027776273104763032,6.0,5.0
