T,T_exec,T_lc,T_cc
0.2665504318457031,0.09102992235294116,7.255753676470587E-4,0.17479493412511488
0.2665534992285157,0.09102992235294119,7.255753676470587E-4,0.1747980015079274
0.26670515234777026,0.09118426794117562,7.255753676470584E-4,0.1747953090389476
0.2667051523477946,0.0911842679411762,7.255753676470587E-4,0.17479530903897136
0.26958438907068605,0.11700817617647064,0.002026861213235294,0.1505493516809801
0.26958536039134334,0.11700817617647064,0.002026861213235294,0.1505503230016374
0.27000422604219354,0.11700817617647064,0.002026861213235294,0.1509691886524876
0.2721689049562692,0.11700817617646969,0.002026861213235294,0.15313386756656422
0.2803918194783288,0.11700817617647045,0.002026861213235294,0.16135678208862303
0.33670082140682434,0.13674591941176462,0.0021720290630744482,0.19778287293198527
