T,T_exec,T_lc,T_cc
3.010301307595421,2.8939012523529395,0.09899309063041775,0.017406964612063237
3.010301966056321,2.893901252352941,0.09899374909131667,0.017406964612063237
3.011173912241807,2.8942698132352818,0.10185881383188913,0.01504528517463628
3.0111739794447216,2.894269813235293,0.10185888103479263,0.01504528517463628
3.0111740630537414,2.8942698132352933,0.10185896464381186,0.01504528517463628
3.0111741466627637,2.894269813235293,0.10185904825283484,0.01504528517463628
3.011174285595619,2.8942698013562236,0.10185919906475935,0.01504528517463628
3.011174297474674,2.8942698132352795,0.10185919906475799,0.01504528517463628
3.012125906926798,2.8935260849999995,0.10061972821804967,0.017980093708748257
3.013766467095126,2.8944466729411746,0.1016520168699657,0.017667777283985754
