T,T_exec,T_lc,T_cc
0.34165269843189267,0.20039347735294116,0.0393724041817609,0.10188681689719059
0.3420004350077485,0.20039347735294114,0.0393724041817609,0.10223455347304651
0.3491113259090207,0.19520855205882348,0.0393724041817609,0.11453036966843633
0.36179270313959494,0.20474111941161116,0.04204058337390414,0.11501100035407961
0.366567577543554,0.19822126331893855,0.02741459179451783,0.14093172243009763
0.36890863585042827,0.19814210823529357,0.02741459179451841,0.14335193582061628
0.37018008284262993,0.19814210823529385,0.02741459179451886,0.14462338281281722
0.37045414948027244,0.1981421082352941,0.027414591794518862,0.14489744945045946
0.3748376581447573,0.19992669411764702,0.03328027267186781,0.14163069135524245
0.38139904908700306,0.20001575411764702,0.02741459179451783,0.15396870317483818
