T,T_exec,T_lc,T_cc
0.27455735612261584,0.13183584470588233,0.002082492043456878,0.14063901937327664
0.2745573562500717,0.13183584470588194,0.0020824921709131456,0.14063901937327664
0.27455735637752754,0.13183584470588233,0.002082492298368555,0.14063901937327664
0.2745579526568962,0.131835844705882,0.00208249217091309,0.1406396157801011
0.27455795278435197,0.13183584470588233,0.0020824922983685556,0.1406396157801011
0.27455800086569404,0.1318358447058824,0.002082540379710478,0.14063961578010115
0.27471645028722425,0.13199531352941174,0.002082492298368566,0.1406386444594439
0.2760368509673712,0.13331803176470575,0.0020824922983685556,0.14063632690429687
0.277228686646513,0.13203728205882348,0.0020268612132352936,0.14316454337445428
0.2772306292878268,0.13203728205882298,0.002026861213235294,0.1431664860157686
