T,T_exec,T_lc,T_cc,t_plink,t_plink_read,t_plink_kernel,t_plink_write,read_connections,write_connections
0.2665504318457031,0.09102992235294116,7.255753676470587E-4,0.17479493412511488,2.7075966796875006E-4,1.8608620605468752E-4,1.5000000000000002E-6,8.31734619140625E-5,2.0,1.0
0.2665507832380977,0.0910298988315031,7.255753676470587E-4,0.17479530903894758,2.7075966796873764E-4,1.8608620605468752E-4,1.4999999999876223E-6,8.31734619140625E-5,2.0,1.0
0.2665508067595355,0.09102992235294088,7.255753676470587E-4,0.17479530903894758,2.7075966796875006E-4,1.8608620605468752E-4,1.5000000000000002E-6,8.31734619140625E-5,2.0,1.0
0.26929090274126755,0.11945050058823445,0.0018138820042509188,0.14802652014878215,2.7075966796873764E-4,1.8608620605468752E-4,1.4999999999876223E-6,8.31734619140625E-5,2.0,1.0
0.26958573530517566,0.11700817617647048,0.0020268612132352923,0.15055069791546988,2.7075966796873764E-4,1.8608620605468752E-4,1.4999999999876223E-6,8.31734619140625E-5,2.0,1.0
0.27130093341394734,0.10400296352941149,7.255753676470552E-4,0.16657239451688877,2.7075966796873764E-4,1.8608620605468752E-4,1.4999999999876223E-6,8.31734619140625E-5,2.0,1.0
0.2718700343560432,0.12176005058823527,0.002082492298368566,0.14802749146943933,5.18874609375E-4,4.3420114746093756E-4,1.5000000000000002E-6,8.31734619140625E-5,1.0,1.0
0.2736831625179514,0.10400296352941166,7.536880417049587E-4,0.16892651094683478,2.7075966796875006E-4,1.8608620605468752E-4,1.5000000000000002E-6,8.31734619140625E-5,2.0,1.0
0.27368410510182095,0.10400296352941174,7.546306255744484E-4,0.16892651094683478,2.7075966796875006E-4,1.8608620605468752E-4,1.5000000000000002E-6,8.31734619140625E-5,2.0,1.0
0.27368679757080044,0.10400296352941144,7.546306255744484E-4,0.16892920341581455,2.7075966796875006E-4,1.8608620605468752E-4,1.5000000000000002E-6,8.31734619140625E-5,2.0,1.0
