T,T_exec,T_lc,T_cc
0.27469330193474223,0.16570481470588194,0.0020815497144990713,0.10690693751436121
0.27469424451861174,0.16570481470588197,0.0020824922983685656,0.10690693751436121
0.276767479334788,0.15946559823529355,0.0021720290630744413,0.11512985203642002
0.2850507375350414,0.15946559823529394,0.001813882004250919,0.12377125729549654
0.28505382895852416,0.1594655982352935,0.001813906044921875,0.12377432467830882
0.29097854063167794,0.16218969676470585,0.0015125890682444853,0.1272762547987276
0.2913831095415901,0.17366139147058823,0.0021720290630744482,0.11554968900792738
0.2938084054907224,0.1659875752941174,0.0019419432301240793,0.12587888696648092
0.2956656187293193,0.15222921529411707,0.0015314062499999998,0.1419049971852022
0.295666590049977,0.15222921529411762,0.0015314062499999998,0.14190596850585938
