T,T_exec,T_lc,T_cc,t_plink,t_plink_read,t_plink_kernel,t_plink_write,read_connections,write_connections
0.2700005622525563,0.11700817617647058,0.002026861213235294,0.15096552486285042,6.429320800779461E-4,5.582586181640625E-4,1.4999999998210889E-6,8.31734619140625E-5,3.0,1.0
0.2700015335732132,0.11700817617647039,0.002026861213235291,0.15096649618350755,2.707596679685711E-4,1.8608620605468752E-4,1.4999999998210889E-6,8.31734619140625E-5,2.0,1.0
0.27228486130342333,0.12176005058823496,0.0020824922983685617,0.14844231841681985,6.429320800779461E-4,5.582586181640625E-4,1.4999999998210889E-6,8.31734619140625E-5,3.0,1.0
0.272915536048943,0.13061461117647058,0.0020824922983685656,0.14021843257410382,6.429320800779461E-4,5.582586181640625E-4,1.4999999998210889E-6,8.31734619140625E-5,3.0,1.0
0.2729981371432675,0.13069591411764703,0.002082444217026654,0.14021977880859376,2.707596679685711E-4,1.8608620605468752E-4,1.4999999998210889E-6,8.31734619140625E-5,2.0,1.0
0.2729981852246094,0.13069591411764703,0.002082492298368559,0.14021977880859376,2.707596679685711E-4,1.8608620605468752E-4,1.4999999998210889E-6,8.31734619140625E-5,2.0,1.0
0.27299948337775704,0.1306959141176468,0.0020824442170266446,0.14022112504308362,6.429320800779461E-4,5.582586181640625E-4,1.4999999998210889E-6,8.31734619140625E-5,3.0,1.0
0.2729995314590992,0.13069591411764703,0.0020824922983685647,0.14022112504308362,6.429320800779461E-4,5.582586181640625E-4,1.4999999998210889E-6,8.31734619140625E-5,3.0,1.0
0.27458230966509645,0.13185750911764704,0.002082492298368566,0.14064230824908086,5.18874609375E-4,4.3420114746093756E-4,1.5000000000000002E-6,8.31734619140625E-5,1.0,1.0
0.2746988796289062,0.16570481470588233,0.0020824922983685656,0.10691157262465531,2.704648830047548E-4,1.8608620605468752E-4,1.2052150360047769E-6,8.31734619140625E-5,2.0,1.0
