T,T_exec,T_lc,T_cc,t_plink,t_plink_read,t_plink_kernel,t_plink_write,read_connections,write_connections
0.2944158695561919,0.2811906038235294,0.004645071955409888,0.008580193777252644,0.2797088268479348,0.0406627394273758,0.18057600000000004,0.05847008742055894,6.0,7.0
0.29738949071625936,0.28416422498359684,0.004645071955409891,0.008580193777252646,0.28416422498359684,0.04064222273426056,0.18057600000000004,0.06294600224933625,4.0,7.0
0.29830935308029005,0.2811906038235294,0.004645071955409891,0.012473677301350761,0.2797088268479348,0.0406627394273758,0.18057600000000004,0.05847008742055894,6.0,7.0
0.3001853703665885,0.2841910942399979,0.004645071955409891,0.011349204171180724,0.2841910942399979,0.04065590052967072,0.18057600000000004,0.06295919371032715,6.0,7.0
0.3062098825839353,0.2882827315530357,0.007426455526912734,0.010500695503986864,0.2882827315530357,0.042506309415721893,0.18057599999999996,0.06520042213731385,9.0,6.0
0.3070011656333451,0.2882898127504884,0.007426455526912901,0.011284897355943846,0.2882898127504884,0.04251339061317444,0.18057600000000007,0.06520042213731385,9.0,6.0
0.31393038033011966,0.3014010712371826,0.002615197735842536,0.009914111357094541,0.3014010712371826,0.020334546862792967,0.239724,0.04134252437438965,3.0,5.0
0.3161137808182618,0.29203283941176467,0.002970582210765165,0.021110359195731947,0.2912571326751709,0.020334546862792967,0.239724,0.031198585812377933,3.0,5.0
0.31616563668666564,0.29534876998820875,0.004954050102383669,0.015862816596073262,0.2953487699882088,0.02218495574884415,0.239724,0.03343981423936463,6.0,4.0
0.3165764082457085,0.2952294738235294,0.005194314016005571,0.01615262040617354,0.2908670697922287,0.022192036946296696,0.239724,0.02895103284593201,6.0,4.0
