T,T_exec,T_lc,T_cc
0.2700005622525563,0.11700817617647058,0.002026861213235294,0.15096552486285042
0.2700015335732128,0.11700817617646997,0.002026861213235294,0.15096649618350755
0.2941000406211224,0.12424198852941169,0.002026861213235294,0.16783119087847542
0.2992451119415639,0.15946559823529377,0.0010744411764705836,0.13870507252979952
0.31937278745799347,0.1616293988235294,0.0012535147058823528,0.15648987392858169
0.33414307173282376,0.13335264117647042,9.092334487017463E-4,0.19988119710765162
0.4341389308088224,0.15101310499999893,0.0013569409713924633,0.281768884837431
0.47451594095013694,0.15763430529411676,5.372205882352883E-4,0.3163444150677849
0.4923061328452423,0.15975290352941052,0.001445511111557894,0.33110771820427387
0.6175600205456524,0.22176654794117467,0.0,0.3957934726044778
