T,T_exec,T_lc,T_cc
0.4677986927257265,0.3678864835294115,0.0850206277814752,0.0148915814148398
0.4677989271466656,0.3678864835294101,0.08502086220241567,0.0148915814148398
0.46779939598855386,0.3678864835294101,0.08502133104430393,0.0148915814148398
0.46779963040950545,0.3678864835294117,0.08502156546525393,0.0148915814148398
0.47913848592168407,0.36982143999999995,0.08502133104430841,0.024295714877375717
0.47913872034262955,0.36982143999999995,0.0850215654652539,0.024295714877375717
0.49534091685956233,0.37331409999999987,0.08502062778147526,0.03700618907808724
0.4997098939791253,0.3771152805882353,0.08448128459586368,0.038113328795026324
0.5131216866051729,0.3727069852941176,0.07836739064261491,0.06204731066844042
0.5198218315989328,0.37802577647058816,0.058805774881250716,0.08299028024709393
