T,T_exec,T_lc,T_cc
0.2692872676884188,0.119450500588235,0.0018129394203814262,0.14802382767980238
0.26928821027228855,0.11945050058823523,0.0018138820042509188,0.14802382767980238
0.2692899601573986,0.119450500588235,0.0018129394203814262,0.14802652014878218
0.2692908546599263,0.11945050058823509,0.001813833922909007,0.14802652014878218
0.26929090274126827,0.11945050058823517,0.001813882004250919,0.14802652014878218
0.2718677168008956,0.1217600505882348,0.0020824922983685656,0.14802517391429226
0.28008928508846465,0.12176005058823491,0.0020824922983685656,0.1562467422018612
0.2883148920795035,0.12176005058823514,0.0020824922983685647,0.1644723491928998
0.3013516961603859,0.15946559823529396,0.0020824922983685656,0.13980360562672334
0.31298323669117634,0.12176005058823516,0.00208246825769761,0.18914071784524356
