T,T_exec,T_lc,T_cc
2.284694215039279,2.1703562482352936,0.07974685978939944,0.03459110701458594
2.2846944494602237,2.1703562482352936,0.07974709421034415,0.03459110701458594
2.2897271466024187,2.174128241470588,0.08528154476031129,0.03031736037151954
2.2905794913055817,2.177669881470588,0.069866940358779,0.04304266947621458
2.2943785627836166,2.176265914117647,0.0703776170687956,0.04773503159717419
2.2959697305749245,2.1751220655882353,0.07024122958273045,0.05060643540395876
2.311482935795668,2.1782003835294113,0.0851185770318462,0.048163975234410336
2.3206197377950635,2.1791307191176466,0.08151521879768371,0.05997379987973325
2.3336818953352534,2.172713220588235,0.06143751001907797,0.09953116472794027
2.337404277785684,2.172524010588235,0.05895721324517621,0.1059230539522732
