T,T_exec,T_lc,T_cc
0.5992690316159421,0.48862801117647053,0.09178400744636558,0.018857012993106
0.5992691375459696,0.4886280111764705,0.09178411337639301,0.018857012993106
0.5992699829326353,0.4886280111764665,0.09178411337638948,0.01885785837977942
0.5992701949526122,0.48862801117646715,0.09178432539636572,0.01885785837977942
0.5992703009626075,0.4886280111764705,0.09178443140635767,0.01885785837977942
0.5992703019766795,0.4886280111764705,0.09178443241551833,0.018857858384690628
0.5993590292194053,0.4887172067647057,0.09178385655448011,0.018857965900219466
0.599359286041311,0.488717206764702,0.09178411337638948,0.018857965900219466
0.5993594980612947,0.48871720676470576,0.09178432539636948,0.018857965900219466
0.5994085237224402,0.4887673973529411,0.09178411337639303,0.018857012993106
