T,T_exec,T_lc,T_cc,t_plink,t_plink_read,t_plink_kernel,t_plink_write,read_connections,write_connections
0.1308260795849783,0.09123866294117645,0.008911746632295495,0.030675670011506357,0.08638034789428711,0.0206858683716774,0.038985,0.026709479522609714,7.0,6.0
0.13377102756176382,0.09255250852941174,0.007426455526912887,0.033792063505439195,0.09083768442792894,0.020667290076541903,0.03898500000000001,0.03118539435138703,8.0,5.0
0.13434027417229313,0.09123866294117645,0.007426455526912913,0.035675155704203765,0.051157807346874265,0.008632324604701997,0.019008000000000025,0.023517482742172243,7.0,3.0
0.13434041260726412,0.09123866294117636,0.007426455526912913,0.03567529413917485,0.0511582919463692,0.00863280920419693,0.019008000000000025,0.023517482742172243,9.0,3.0
0.13562854596017893,0.09432554205882351,0.007426455526912913,0.03387654837444249,0.05115635354838943,0.008630870806217194,0.019008,0.023517482742172243,6.0,3.0
0.13563847589984157,0.09432554205882344,0.007426455526912913,0.0338864783141052,0.054371218676948545,0.014092831274414064,0.019007999999999997,0.021270387402534487,2.0,4.0
0.13585302696472554,0.09432554205882351,0.00891174663229545,0.03261573827360657,0.04705201042499545,0.006773623022460938,0.019008000000000025,0.021270387402534487,2.0,4.0
0.1396028375182342,0.09432554205882351,0.005941164421530316,0.03933613103788039,0.047064716235351564,0.006780461920166016,0.019007999999999997,0.02127625431518555,3.0,4.0
0.13988697253051016,0.09432554205882343,0.005941164421530313,0.03962026605015642,0.04707123023672102,0.006787300817871094,0.019007999999999983,0.021275929418849947,4.0,4.0
0.1398872184859213,0.09432554205882346,0.005941164421530316,0.03962051200556755,0.04258244884328842,0.006787300817871094,0.019007999999999997,0.01678714802541733,4.0,4.0
