T,T_exec,T_lc,T_cc
0.13781073827563495,0.09889326676470572,0.008911746632295488,0.030005724878633722
0.14002717556930477,0.0988932667647058,0.008911746632295495,0.032222162172303476
0.14126810999948322,0.09889326676470578,0.008911746632295497,0.03346309660248195
0.1428522338134744,0.09731171088235277,0.008911746632295457,0.03662877629882616
0.14441728849859964,0.1046429576470588,0.010460352625229779,0.029313978226311065
0.14559499257150477,0.10674868029411759,0.010460352625229779,0.02838595965215739
0.1458393338394967,0.10514726058823527,0.010460352625229779,0.030231720626031647
0.1467249795432993,0.10674303588235284,0.01188232884306066,0.02809961481788579
0.14696127704063444,0.10498299676470588,0.005941164421530329,0.03603711585439823
0.15007826996582957,0.10498299676470588,0.00594116442153033,0.039154108779593355
